cell,time (min),A intensity (a.u.),B intensity (a.u.),C intensity (a.u.),X intensity (a.u.)
83,158.863,0.561,0.360,0.418,0.348
83,160.535,0.644,0.453,0.519,0.487
83,162.207,0.613,0.498,0.525,0.586
83,163.880,0.613,0.527,0.636,0.648
83,165.552,0.651,0.549,0.681,0.374
83,167.224,0.580,0.594,0.713,0.328
83,168.896,0.464,0.591,0.772,0.527
83,170.569,0.575,0.655,0.793,0.597
83,172.241,0.657,0.669,0.822,0.390
83,173.913,0.670,0.710,0.878,0.328
83,175.585,0.698,0.643,0.819,0.463
83,177.258,0.743,0.676,0.768,0.463
83,178.930,0.735,0.644,0.798,0.495
83,180.602,0.620,0.630,0.777,0.363
83,182.274,0.732,0.632,0.760,0.356
83,183.946,0.727,0.641,0.671,0.294
83,185.619,0.635,0.662,0.594,0.424
83,187.291,0.665,0.715,0.517,0.324
83,188.963,0.663,0.731,0.450,0.413
83,190.635,0.677,0.686,0.385,0.475
83,192.308,0.673,0.698,0.329,0.296
83,193.980,0.630,0.748,0.306,0.461
83,195.652,0.626,0.754,0.223,0.431
83,197.324,0.575,0.748,0.220,0.623
83,198.997,0.512,0.742,0.160,0.583
83,200.669,0.589,0.759,0.166,0.361
83,202.341,0.539,0.794,0.185,0.460
83,204.013,0.551,0.770,0.149,0.614
83,205.686,0.544,0.754,0.164,0.549
83,207.358,0.650,0.797,0.235,0.659
83,209.030,0.613,0.802,0.411,0.542
83,210.702,0.620,0.788,0.500,0.487
83,212.375,0.571,0.773,0.586,0.509
83,214.047,0.600,0.773,0.589,0.700
83,215.719,0.575,0.723,0.691,0.357
83,217.391,0.631,0.726,0.709,0.387
83,219.064,0.681,0.713,0.715,0.420
83,220.736,0.631,0.744,0.694,0.428
83,222.408,0.705,0.717,0.738,0.665
83,224.080,0.755,0.741,0.720,0.361
83,225.753,0.772,0.744,0.642,0.468
83,227.425,0.694,0.760,0.716,0.489
83,229.097,0.757,0.776,0.718,0.495
83,230.769,0.759,0.753,0.659,0.405
83,232.441,0.705,0.776,0.686,0.380
83,234.114,0.666,0.794,0.659,0.505
83,235.786,0.611,0.750,0.663,0.509
83,237.458,0.539,0.760,0.710,0.642
83,239.130,0.545,0.735,0.682,0.371
83,240.803,0.554,0.754,0.582,0.464
83,242.475,0.593,0.822,0.620,0.303
83,244.147,0.740,0.814,0.681,0.643
83,245.819,0.680,0.799,0.628,0.587
83,247.492,0.664,0.782,0.546,0.541
83,249.164,0.622,0.778,0.463,0.442
83,250.836,0.644,0.746,0.375,0.583
83,252.508,0.605,0.797,0.306,0.680
83,254.181,0.591,0.769,0.244,0.801
83,255.853,0.506,0.768,0.209,0.363
83,257.525,0.489,0.786,0.175,0.613
83,259.197,0.502,0.778,0.163,0.668
83,260.870,0.491,0.761,0.136,0.517
83,262.542,0.436,0.719,0.122,0.229
83,264.214,0.441,0.740,0.101,0.426
83,265.886,0.355,0.672,0.090,0.370
83,267.559,0.336,0.650,0.084,0.241
83,269.231,0.273,0.634,0.064,0.327
83,270.903,0.192,0.588,0.070,0.502
83,272.575,0.172,0.492,0.064,0.329
83,274.247,0.126,0.442,0.055,0.426
83,275.920,0.087,0.368,0.043,0.457
83,277.592,0.101,0.323,0.035,0.562
83,279.264,0.060,0.267,0.027,0.411
83,280.936,0.065,0.238,0.023,0.225
83,282.609,0.079,0.190,0.011,0.370
83,284.281,0.100,0.155,0.022,0.387
83,285.953,0.089,0.124,0.030,0.240
83,287.625,0.072,0.117,0.012,0.484
83,289.298,0.039,0.102,0.016,0.434
83,290.970,0.030,0.094,0.014,0.354
83,292.642,0.026,0.068,0.017,0.579
83,294.314,0.039,0.058,0.013,0.575
83,295.987,0.053,0.061,0.002,0.597
83,297.659,0.087,0.052,0.007,0.461
83,299.331,0.085,0.052,0.005,0.359
83,301.003,0.054,0.039,0.005,0.302
83,302.676,0.055,0.037,0.001,0.375
83,304.348,0.067,0.038,0.003,0.340
83,306.020,0.045,0.032,0.015,0.479
83,307.692,0.026,0.040,0.003,0.693
83,309.365,0.068,0.024,0.038,0.760
83,311.037,0.109,0.020,0.115,0.453
83,312.709,0.091,0.034,0.111,0.570
83,314.381,0.111,0.027,0.086,0.453
83,316.054,0.145,0.041,0.078,0.405
83,317.726,0.116,0.031,0.046,0.330
83,319.398,0.118,0.034,0.075,0.180
83,321.070,0.150,0.034,0.187,0.304
83,322.742,0.323,0.095,0.243,0.324
83,324.415,0.416,0.171,0.209,0.357
83,326.087,0.442,0.238,0.185,0.469
83,327.759,0.483,0.300,0.205,0.530
83,329.431,0.447,0.339,0.146,0.504
83,331.104,0.472,0.398,0.112,0.448
83,332.776,0.421,0.432,0.106,0.391
83,334.448,0.367,0.502,0.106,0.675
83,336.120,0.316,0.543,0.101,0.565
83,337.793,0.243,0.501,0.081,0.435
83,339.465,0.296,0.504,0.196,0.658
83,341.137,0.363,0.472,0.192,0.432
83,342.809,0.402,0.504,0.162,0.449
83,344.482,0.423,0.550,0.143,0.543
83,346.154,0.410,0.547,0.153,0.521
83,347.826,0.420,0.550,0.120,0.549
83,349.498,0.381,0.598,0.117,0.275
83,351.171,0.361,0.627,0.094,0.288
83,352.843,0.315,0.589,0.081,0.432
83,354.515,0.255,0.568,0.067,0.418
83,356.187,0.220,0.521,0.075,0.497
83,357.860,0.189,0.455,0.066,0.464
83,359.532,0.128,0.400,0.053,0.455
83,361.204,0.107,0.361,0.080,0.362
83,362.876,0.103,0.304,0.048,0.402
83,364.548,0.035,0.263,0.058,0.491
83,366.221,0.046,0.256,0.030,0.310
83,367.893,0.079,0.217,0.039,0.415
83,369.565,0.060,0.192,0.038,0.484
83,371.237,0.111,0.177,0.039,0.349
83,372.910,0.094,0.154,0.075,0.319
83,374.582,0.189,0.136,0.169,0.484
83,376.254,0.320,0.167,0.319,0.488
83,377.926,0.432,0.240,0.367,0.454
83,379.599,0.575,0.350,0.414,0.730
83,381.271,0.524,0.393,0.454,0.519
83,382.943,0.609,0.431,0.572,0.748
83,384.615,0.638,0.457,0.529,0.740
83,386.288,0.671,0.535,0.445,0.311
83,387.960,0.685,0.579,0.378,0.485
83,389.632,0.694,0.586,0.318,0.454
83,391.304,0.638,0.625,0.274,0.583
83,392.977,0.633,0.640,0.230,0.227
83,394.649,0.587,0.582,0.214,0.088
83,396.321,0.587,0.643,0.152,0.037
83,397.993,0.530,0.668,0.148,0.107
83,399.666,0.514,0.697,0.159,0.202
83,401.338,0.476,0.744,0.090,0.211
83,403.010,0.337,0.747,0.106,0.001
83,404.682,0.300,0.725,0.092,0.517
83,406.355,0.260,0.659,0.064,0.481
83,408.027,0.184,0.627,0.088,0.628
83,409.699,0.255,0.541,0.191,0.384
83,411.371,0.333,0.530,0.254,0.367
83,413.043,0.466,0.530,0.332,0.280
83,414.716,0.486,0.579,0.436,0.273
83,416.388,0.580,0.656,0.534,0.536
83,418.060,0.597,0.675,0.606,0.465
83,419.732,0.641,0.731,0.615,0.394
83,421.405,0.664,0.778,0.676,0.621
83,423.077,0.644,0.799,0.717,0.585
83,424.749,0.653,0.801,0.706,0.381
83,426.421,0.672,0.824,0.685,0.555
84,0.000,0.649,0.822,0.190,0.394
84,1.672,0.560,0.870,0.147,0.432
84,3.344,0.500,0.868,0.130,0.076
84,5.017,0.418,0.869,0.121,0.059
84,6.689,0.291,0.839,0.071,0.027
84,8.361,0.231,0.747,0.063,0.033
84,10.033,0.207,0.674,0.058,0.067
84,11.706,0.176,0.577,0.047,0.018
84,13.378,0.105,0.460,0.046,0.058
84,15.050,0.102,0.378,0.048,0.169
84,16.722,0.108,0.307,0.036,0.010
84,18.395,0.085,0.259,0.043,0.046
84,20.067,0.110,0.224,0.038,0.172
84,21.739,0.105,0.207,0.034,0.013
84,23.411,0.085,0.169,0.041,0.076
84,25.084,0.045,0.135,0.034,0.153
84,26.756,0.087,0.133,0.039,0.027
84,28.428,0.042,0.112,0.027,0.003
84,30.100,0.050,0.116,0.030,0.092
84,31.773,0.058,0.111,0.014,0.337
84,33.445,0.053,0.075,0.021,0.346
84,35.117,0.076,0.083,0.027,0.419
84,36.789,0.093,0.075,0.020,0.502
84,38.462,0.086,0.058,0.017,0.395
84,40.134,0.066,0.062,0.009,0.365
84,41.806,0.072,0.053,0.020,0.399
84,43.478,0.076,0.054,0.008,0.564
84,45.151,0.064,0.052,0.014,0.454
84,46.823,0.051,0.055,0.007,0.216
84,48.495,0.081,0.048,0.017,0.459
84,50.167,0.048,0.033,0.005,0.553
84,51.839,0.032,0.034,0.030,0.411
84,53.512,0.025,0.019,0.009,0.632
84,55.184,0.025,0.028,0.006,0.667
84,56.856,0.054,0.028,0.008,0.352
84,58.528,0.051,0.020,0.031,0.189
84,60.201,0.044,0.023,0.009,0.273
84,61.873,0.036,0.036,0.010,0.499
84,63.545,0.083,0.018,0.022,0.605
84,65.217,0.053,0.015,0.015,0.488
84,66.890,0.060,0.010,0.001,0.407
84,68.562,0.080,0.024,0.014,0.450
84,70.234,0.033,0.047,0.019,0.478
84,71.906,0.045,0.028,0.004,0.577
84,73.579,0.034,0.035,0.040,0.401
84,75.251,0.044,0.029,0.022,0.400
84,76.923,0.044,0.015,0.015,0.342
84,78.595,0.064,0.023,0.014,0.281
84,80.268,0.068,0.026,0.013,0.498
84,81.940,0.099,0.023,0.009,0.592
84,83.612,0.055,0.012,0.013,0.758
84,85.284,0.073,0.020,0.002,0.435
84,86.957,0.067,0.023,0.003,0.263
84,88.629,0.072,0.015,0.028,0.122
84,90.301,0.035,0.015,0.012,0.068
84,91.973,0.064,0.019,0.014,0.115
84,93.645,0.065,0.035,0.024,0.038
84,95.318,0.077,0.021,0.087,0.007
84,96.990,0.156,0.038,0.183,0.037
84,98.662,0.326,0.057,0.276,0.133
84,100.334,0.326,0.145,0.385,0.007
84,102.007,0.458,0.226,0.494,0.000
84,103.679,0.493,0.291,0.559,0.014
84,105.351,0.484,0.369,0.596,0.039
84,107.023,0.595,0.454,0.630,0.108
84,108.696,0.727,0.495,0.554,0.087
84,110.368,0.767,0.551,0.456,0.046
84,112.040,0.754,0.640,0.376,0.027
84,113.712,0.831,0.639,0.320,0.139
84,115.385,0.775,0.692,0.269,0.108
84,117.057,0.774,0.701,0.252,0.102
84,118.729,0.730,0.703,0.202,0.110
84,120.401,0.682,0.686,0.143,0.013
84,122.074,0.614,0.714,0.121,0.072
84,123.746,0.511,0.725,0.083,0.012
84,125.418,0.354,0.717,0.062,0.074
84,127.090,0.281,0.729,0.062,0.061
84,128.763,0.196,0.659,0.048,0.051
84,130.435,0.169,0.577,0.060,0.063
84,132.107,0.150,0.522,0.060,0.075
84,133.779,0.138,0.442,0.043,0.087
84,135.452,0.106,0.359,0.020,0.103
84,137.124,0.113,0.317,0.013,0.079
84,138.796,0.082,0.283,0.010,0.025
84,140.468,0.121,0.239,0.014,0.095
84,142.140,0.109,0.192,0.001,0.095
84,143.813,0.060,0.177,0.023,0.154
84,145.485,0.056,0.162,0.001,0.228
84,147.157,0.075,0.136,0.008,0.050
84,148.829,0.062,0.096,0.008,0.058
84,150.502,0.058,0.090,0.007,0.043
84,152.174,0.086,0.082,0.013,0.047
84,153.846,0.095,0.061,0.009,0.237
84,155.518,0.069,0.057,0.019,0.027
84,157.191,0.073,0.056,0.003,0.033
84,158.863,0.127,0.047,0.037,0.025
84,160.535,0.130,0.035,0.140,0.025
84,162.207,0.224,0.059,0.237,0.086
84,163.880,0.352,0.120,0.292,0.041
84,165.552,0.431,0.227,0.409,0.001
84,167.224,0.619,0.281,0.427,0.172
84,168.896,0.557,0.337,0.458,0.065
84,170.569,0.639,0.422,0.358,0.006
84,172.241,0.711,0.479,0.288,0.042
84,173.913,0.682,0.487,0.242,0.027
84,175.585,0.698,0.512,0.211,0.002
84,177.258,0.746,0.576,0.181,0.023
84,178.930,0.749,0.609,0.176,0.013
84,180.602,0.638,0.682,0.139,0.091
84,182.274,0.470,0.684,0.107,0.055
84,183.946,0.387,0.691,0.083,0.102
84,185.619,0.333,0.673,0.071,0.142
84,187.291,0.237,0.645,0.063,0.201
84,188.963,0.144,0.562,0.105,0.027
84,190.635,0.164,0.501,0.064,0.135
84,192.308,0.083,0.440,0.081,0.061
84,193.980,0.075,0.358,0.052,0.005
84,195.652,0.087,0.308,0.036,0.057
84,197.324,0.106,0.266,0.110,0.076
84,198.997,0.256,0.249,0.291,0.053
84,200.669,0.422,0.302,0.375,0.013
84,202.341,0.342,0.339,0.406,0.135
84,204.013,0.398,0.353,0.464,0.141
84,205.686,0.486,0.406,0.538,0.000
84,207.358,0.555,0.512,0.516,0.024
84,209.030,0.619,0.553,0.471,0.087
84,210.702,0.584,0.570,0.374,0.049
84,212.375,0.547,0.631,0.334,0.022
84,214.047,0.601,0.682,0.281,0.065
84,215.719,0.483,0.694,0.238,0.066
84,217.391,0.542,0.697,0.239,0.319
84,219.064,0.570,0.687,0.333,0.239
84,220.736,0.573,0.661,0.444,0.480
84,222.408,0.553,0.685,0.504,0.511
84,224.080,0.554,0.711,0.455,0.374
84,225.753,0.621,0.696,0.376,0.425
84,227.425,0.731,0.720,0.328,0.398
84,229.097,0.739,0.753,0.254,0.579
84,230.769,0.759,0.797,0.196,0.579
84,232.441,0.601,0.820,0.165,0.393
84,234.114,0.575,0.843,0.185,0.548
84,235.786,0.651,0.851,0.144,0.455
84,237.458,0.535,0.817,0.129,0.543
84,239.130,0.453,0.787,0.093,0.397
84,240.803,0.334,0.794,0.111,0.599
84,242.475,0.241,0.724,0.067,0.287
84,244.147,0.196,0.624,0.057,0.588
84,245.819,0.204,0.525,0.181,0.400
84,247.492,0.410,0.481,0.275,0.263
84,249.164,0.472,0.520,0.363,0.019
84,250.836,0.508,0.565,0.475,0.099
84,252.508,0.511,0.580,0.486,0.003
84,254.181,0.497,0.587,0.572,0.051
84,255.853,0.568,0.639,0.449,0.015
84,257.525,0.583,0.650,0.369,0.015
84,259.197,0.593,0.692,0.318,0.149
84,260.870,0.618,0.729,0.299,0.121
84,262.542,0.525,0.746,0.249,0.055
84,264.214,0.539,0.730,0.201,0.026
84,265.886,0.544,0.731,0.178,0.173
84,267.559,0.520,0.740,0.149,0.075
84,269.231,0.466,0.714,0.123,0.001
84,270.903,0.449,0.750,0.092,0.070
84,272.575,0.332,0.700,0.081,0.028
84,274.247,0.300,0.688,0.069,0.061
84,275.920,0.239,0.618,0.079,0.055
84,277.592,0.188,0.542,0.059,0.344
84,279.264,0.139,0.470,0.041,0.366
84,280.936,0.084,0.400,0.051,0.457
84,282.609,0.117,0.329,0.043,0.394
84,284.281,0.140,0.298,0.044,0.591
84,285.953,0.162,0.269,0.042,0.509
84,287.625,0.089,0.230,0.055,0.463
84,289.298,0.125,0.175,0.057,0.304
84,290.970,0.099,0.157,0.106,0.588
84,292.642,0.094,0.140,0.119,0.425
84,294.314,0.195,0.133,0.228,0.309
84,295.987,0.347,0.183,0.308,0.341
84,297.659,0.437,0.257,0.368,0.334
84,299.331,0.504,0.305,0.462,0.258
84,301.003,0.597,0.382,0.592,0.330
84,302.676,0.634,0.446,0.578,0.517
84,304.348,0.689,0.505,0.570,0.564
84,306.020,0.728,0.571,0.512,0.486
84,307.692,0.697,0.597,0.446,0.391
84,309.365,0.742,0.599,0.370,0.354
84,311.037,0.845,0.596,0.305,0.441
84,312.709,0.786,0.629,0.251,0.520
84,314.381,0.750,0.677,0.222,0.636
84,316.054,0.608,0.644,0.167,0.424
84,317.726,0.552,0.652,0.155,0.361
84,319.398,0.519,0.662,0.116,0.311
84,321.070,0.456,0.613,0.107,0.419
84,322.742,0.435,0.595,0.108,0.427
84,324.415,0.350,0.657,0.114,0.414
84,326.087,0.272,0.597,0.087,0.396
84,327.759,0.198,0.548,0.051,0.345
84,329.431,0.174,0.457,0.060,0.389
84,331.104,0.211,0.407,0.067,0.533
84,332.776,0.136,0.360,0.030,0.421
84,334.448,0.140,0.312,0.025,0.325
84,336.120,0.136,0.289,0.027,0.293
84,337.793,0.122,0.237,0.019,0.350
84,339.465,0.114,0.209,0.098,0.447
84,341.137,0.156,0.182,0.241,0.557
84,342.809,0.254,0.191,0.354,0.477
84,344.482,0.393,0.299,0.361,0.484
84,346.154,0.488,0.379,0.450,0.562
84,347.826,0.563,0.403,0.564,0.299
84,349.498,0.672,0.447,0.587,0.376
84,351.171,0.745,0.533,0.585,0.734
84,352.843,0.777,0.586,0.489,0.554
84,354.515,0.705,0.630,0.414,0.370
84,356.187,0.706,0.657,0.347,0.501
84,357.860,0.582,0.647,0.301,0.498
84,359.532,0.629,0.625,0.252,0.375
84,361.204,0.589,0.651,0.197,0.581
84,362.876,0.616,0.686,0.272,0.472
84,364.548,0.608,0.710,0.379,0.458
84,366.221,0.676,0.670,0.435,0.457
84,367.893,0.706,0.711,0.477,0.487
84,369.565,0.659,0.691,0.388,0.402
84,371.237,0.699,0.775,0.340,0.548
84,372.910,0.714,0.756,0.278,0.325
84,374.582,0.701,0.768,0.265,0.288
84,376.254,0.689,0.782,0.292,0.502
84,377.926,0.665,0.742,0.434,0.590
84,379.599,0.676,0.767,0.380,0.641
84,381.271,0.699,0.795,0.319,0.728
84,382.943,0.743,0.830,0.288,0.487
84,384.615,0.696,0.858,0.238,0.591
84,386.288,0.675,0.828,0.192,0.457
84,387.960,0.720,0.813,0.247,0.520
84,389.632,0.710,0.825,0.364,0.594
84,391.304,0.691,0.838,0.465,0.875
84,392.977,0.672,0.864,0.536,0.426
84,394.649,0.750,0.856,0.549,0.347
84,396.321,0.794,0.889,0.578,0.135
84,397.993,0.782,0.890,0.605,0.122
84,399.666,0.749,0.877,0.648,0.140
84,401.338,0.730,0.897,0.700,0.416
84,403.010,0.742,0.857,0.737,0.382
84,404.682,0.695,0.859,0.801,0.404
84,406.355,0.765,0.796,0.802,0.729
84,408.027,0.783,0.827,0.770,0.779
84,409.699,0.723,0.860,0.781,0.321
84,411.371,0.773,0.831,0.808,0.514
84,413.043,0.727,0.822,0.780,0.290
84,414.716,0.812,0.826,0.803,0.053
84,416.388,0.748,0.811,0.861,0.070
84,418.060,0.693,0.815,0.833,0.213
84,419.732,0.762,0.830,0.831,0.037
84,421.405,0.683,0.878,0.833,0.113
84,423.077,0.709,0.860,0.756,0.022
84,424.749,0.707,0.888,0.777,0.077
84,426.421,0.709,0.865,0.773,0.025
85,0.000,0.697,0.845,0.534,0.273
85,1.672,0.668,0.851,0.459,0.375
85,3.344,0.677,0.817,0.403,0.335
85,5.017,0.801,0.825,0.344,0.642
85,6.689,0.761,0.780,0.261,0.620
85,8.361,0.741,0.791,0.216,0.509
85,10.033,0.703,0.727,0.196,0.334
85,11.706,0.619,0.731,0.170,0.433
85,13.378,0.619,0.777,0.139,0.541
85,15.050,0.492,0.751,0.121,0.525
85,16.722,0.444,0.801,0.113,0.457
85,18.395,0.378,0.777,0.095,0.402
85,20.067,0.279,0.727,0.103,0.164
85,21.739,0.252,0.658,0.096,0.300
85,23.411,0.191,0.587,0.079,0.355
85,25.084,0.155,0.518,0.057,0.332
85,26.756,0.098,0.442,0.041,0.639
85,28.428,0.088,0.349,0.051,0.527
85,30.100,0.058,0.302,0.043,0.143
85,31.773,0.047,0.250,0.030,0.063
85,33.445,0.050,0.201,0.041,0.090
85,35.117,0.027,0.195,0.025,0.198
85,36.789,0.036,0.148,0.033,0.092
85,38.462,0.093,0.123,0.057,0.156
85,40.134,0.060,0.092,0.021,0.052
85,41.806,0.089,0.076,0.021,0.113
85,43.478,0.071,0.074,0.022,0.099
85,45.151,0.054,0.063,0.045,0.076
85,46.823,0.122,0.061,0.013,0.028
85,48.495,0.065,0.042,0.013,0.072
85,50.167,0.081,0.035,0.013,0.000
85,51.839,0.057,0.044,0.008,0.072
85,53.512,0.037,0.046,0.013,0.034
85,55.184,0.057,0.039,0.009,0.075
85,56.856,0.018,0.042,0.017,0.043
85,58.528,0.043,0.030,0.018,0.116
85,60.201,0.071,0.020,0.031,0.116
85,61.873,0.056,0.023,0.014,0.208
85,63.545,0.087,0.015,0.015,0.387
85,65.217,0.073,0.030,0.008,0.371
85,66.890,0.036,0.017,0.060,0.494
85,68.562,0.089,0.022,0.159,0.386
85,70.234,0.268,0.033,0.239,0.312
85,71.906,0.314,0.129,0.329,0.276
85,73.579,0.501,0.209,0.382,0.348
85,75.251,0.634,0.294,0.464,0.504
85,76.923,0.668,0.355,0.482,0.578
85,78.595,0.740,0.422,0.546,0.315
85,80.268,0.714,0.512,0.569,0.218
85,81.940,0.738,0.584,0.618,0.430
85,83.612,0.654,0.622,0.686,0.200
85,85.284,0.668,0.646,0.720,0.083
85,86.957,0.754,0.686,0.746,0.139
85,88.629,0.687,0.664,0.798,0.048
85,90.301,0.710,0.658,0.775,0.023
85,91.973,0.688,0.665,0.770,0.171
85,93.645,0.793,0.629,0.882,0.107
85,95.318,0.695,0.639,0.872,0.103
85,96.990,0.677,0.664,0.809,0.224
85,98.662,0.752,0.660,0.771,0.024
85,100.334,0.653,0.653,0.802,0.016
85,102.007,0.666,0.697,0.786,0.007
85,103.679,0.696,0.694,0.812,0.122
85,105.351,0.732,0.702,0.745,0.074
85,107.023,0.680,0.728,0.774,0.038
85,108.696,0.675,0.732,0.769,0.132
85,110.368,0.693,0.722,0.746,0.053
85,112.040,0.693,0.719,0.751,0.012
85,113.712,0.712,0.728,0.784,0.090
85,115.385,0.661,0.739,0.804,0.018
85,117.057,0.711,0.757,0.777,0.119
85,118.729,0.725,0.771,0.777,0.059
85,120.401,0.786,0.824,0.752,0.096
85,122.074,0.794,0.832,0.708,0.053
85,123.746,0.824,0.878,0.726,0.066
85,125.418,0.862,0.822,0.844,0.297
85,127.090,0.776,0.808,0.884,0.325
85,128.763,0.738,0.807,0.894,0.310
85,130.435,0.608,0.807,0.820,0.532
85,132.107,0.661,0.818,0.781,0.645
85,133.779,0.710,0.819,0.805,0.405
85,135.452,0.724,0.869,0.804,0.518
85,137.124,0.680,0.859,0.819,0.423
85,138.796,0.686,0.834,0.829,0.647
85,140.468,0.680,0.846,0.892,0.686
85,142.140,0.697,0.860,0.917,0.547
85,143.813,0.653,0.857,0.916,0.487
85,145.485,0.634,0.805,0.960,0.437
85,147.157,0.727,0.788,0.942,0.473
85,148.829,0.785,0.818,0.966,0.506
85,150.502,0.795,0.765,0.902,0.581
85,152.174,0.888,0.772,0.916,0.444
85,153.846,0.779,0.800,0.870,0.397
85,155.518,0.828,0.798,0.895,0.348
85,157.191,0.784,0.828,0.771,0.143
85,158.863,0.742,0.821,0.679,0.099
85,160.535,0.741,0.818,0.555,0.029
85,162.207,0.697,0.821,0.482,0.125
85,163.880,0.763,0.825,0.417,0.016
85,165.552,0.747,0.806,0.353,0.031
85,167.224,0.783,0.788,0.318,0.109
85,168.896,0.825,0.779,0.263,0.078
85,170.569,0.814,0.768,0.216,0.047
85,172.241,0.712,0.789,0.202,0.012
85,173.913,0.674,0.802,0.324,0.049
85,175.585,0.588,0.823,0.417,0.128
85,177.258,0.825,0.852,0.435,0.059
85,178.930,0.822,0.905,0.530,0.039
85,180.602,0.782,0.913,0.528,0.059
85,182.274,0.728,0.901,0.586,0.337
85,183.946,0.784,0.961,0.639,0.425
85,185.619,0.740,0.943,0.632,0.205
85,187.291,0.701,0.932,0.614,0.369
85,188.963,0.730,0.873,0.631,0.336
85,190.635,0.659,0.865,0.667,0.360
85,192.308,0.640,0.820,0.620,0.464
85,193.980,0.612,0.825,0.625,0.364
85,195.652,0.685,0.847,0.704,0.636
85,197.324,0.622,0.868,0.777,0.492
85,198.997,0.646,0.820,0.798,0.261
85,200.669,0.697,0.854,0.848,0.443
85,202.341,0.652,0.841,0.841,0.310
85,204.013,0.672,0.812,0.798,0.269
85,205.686,0.721,0.805,0.775,0.051
85,207.358,0.762,0.801,0.677,0.079
85,209.030,0.677,0.776,0.596,0.099
85,210.702,0.644,0.811,0.499,0.100
85,212.375,0.619,0.802,0.445,0.047
85,214.047,0.564,0.856,0.387,0.110
85,215.719,0.552,0.812,0.333,0.068
85,217.391,0.620,0.806,0.260,0.098
85,219.064,0.615,0.789,0.184,0.145
85,220.736,0.605,0.829,0.162,0.074
85,222.408,0.640,0.840,0.170,0.041
85,224.080,0.585,0.846,0.122,0.095
85,225.753,0.463,0.873,0.095,0.112
85,227.425,0.410,0.846,0.083,0.052
85,229.097,0.376,0.834,0.085,0.169
85,230.769,0.340,0.794,0.071,0.033
85,232.441,0.311,0.747,0.069,0.103
85,234.114,0.203,0.652,0.077,0.239
85,235.786,0.196,0.566,0.058,0.118
85,237.458,0.179,0.506,0.042,0.020
85,239.130,0.136,0.438,0.043,0.037
85,240.803,0.096,0.397,0.039,0.194
85,242.475,0.116,0.359,0.034,0.155
85,244.147,0.077,0.303,0.059,0.051
85,245.819,0.046,0.258,0.032,0.039
85,247.492,0.064,0.228,0.024,0.094
85,249.164,0.025,0.189,0.016,0.180
85,250.836,0.031,0.180,0.030,0.044
85,252.508,0.114,0.185,0.050,0.047
85,254.181,0.155,0.124,0.143,0.002
85,255.853,0.258,0.129,0.202,0.122
85,257.525,0.373,0.192,0.270,0.002
85,259.197,0.526,0.287,0.326,0.009
85,260.870,0.527,0.334,0.394,0.012
85,262.542,0.580,0.404,0.490,0.085
85,264.214,0.657,0.468,0.413,0.082
85,265.886,0.674,0.515,0.352,0.050
85,267.559,0.656,0.565,0.288,0.209
85,269.231,0.681,0.586,0.276,0.037
85,270.903,0.596,0.629,0.212,0.121
85,272.575,0.552,0.624,0.250,0.000
85,274.247,0.621,0.661,0.366,0.058
85,275.920,0.732,0.707,0.263,0.038
85,277.592,0.698,0.755,0.306,0.061
85,279.264,0.734,0.784,0.384,0.033
85,280.936,0.768,0.822,0.489,0.198
85,282.609,0.730,0.812,0.409,0.092
85,284.281,0.682,0.829,0.315,0.060
85,285.953,0.612,0.799,0.281,0.053
85,287.625,0.556,0.831,0.237,0.090
85,289.298,0.663,0.781,0.252,0.105
85,290.970,0.648,0.801,0.204,0.015
85,292.642,0.697,0.818,0.214,0.014
85,294.314,0.705,0.823,0.322,0.000
85,295.987,0.725,0.794,0.418,0.084
85,297.659,0.736,0.752,0.459,0.153
85,299.331,0.688,0.785,0.562,0.432
85,301.003,0.682,0.773,0.611,0.283
85,302.676,0.690,0.855,0.620,0.340
85,304.348,0.642,0.819,0.704,0.326
85,306.020,0.636,0.771,0.706,0.337
85,307.692,0.685,0.818,0.666,0.410
85,309.365,0.764,0.816,0.650,0.360
85,311.037,0.743,0.829,0.606,0.535
85,312.709,0.726,0.823,0.514,0.455
85,314.381,0.651,0.837,0.455,0.570
85,316.054,0.582,0.808,0.407,0.609
85,317.726,0.546,0.879,0.317,0.397
85,319.398,0.630,0.831,0.289,0.429
85,321.070,0.555,0.843,0.266,0.442
85,322.742,0.654,0.789,0.199,0.518
85,324.415,0.599,0.831,0.166,0.558
85,326.087,0.565,0.766,0.162,0.633
85,327.759,0.522,0.794,0.165,0.635
85,329.431,0.419,0.801,0.125,0.632
85,331.104,0.426,0.792,0.152,0.434
85,332.776,0.445,0.804,0.107,0.504
85,334.448,0.406,0.820,0.094,0.346
85,336.120,0.324,0.804,0.096,0.444
85,337.793,0.218,0.737,0.081,0.418
85,339.465,0.300,0.705,0.226,0.457
85,341.137,0.433,0.666,0.233,0.617
85,342.809,0.519,0.719,0.225,0.356
85,344.482,0.539,0.715,0.191,0.411
85,346.154,0.526,0.700,0.148,0.547
85,347.826,0.422,0.722,0.118,0.377
85,349.498,0.341,0.744,0.082,0.430
85,351.171,0.281,0.700,0.105,0.442
85,352.843,0.241,0.662,0.079,0.362
85,354.515,0.190,0.606,0.064,0.488
85,356.187,0.201,0.517,0.072,0.542
85,357.860,0.148,0.425,0.048,0.470
85,359.532,0.109,0.363,0.047,0.303
85,361.204,0.108,0.331,0.055,0.294
